1,49,86,107,149,119,151,134,243,235,227,245,224,226,254,89.47,73.68,78.95,78.95,26.32,5.26
1,49,86,106,135,131,121,138,163,253,239,236,225,222,239,68.42,78.95,78.95,73.68,15.79,5.26
1,49,86,99,100,129,124,137,244,218,221,248,254,225,253,78.95,73.68,78.95,68.42,15.79,5.26
1,49,86,109,103,145,162,104,233,225,242,237,243,226,239,84.21,78.95,63.16,68.42,5.26,5.26
1,49,86,107,133,171,126,87,226,233,212,223,229,236,235,57.89,57.89,94.74,78.95,15.79,5.26
1,49,86,122,127,115,101,140,213,238,202,237,245,209,229,78.95,78.95,68.42,73.68,15.79,5.26
1,49,86,107,172,127,98,166,236,231,220,231,233,239,244,63.16,63.16,68.42,84.21,5.26,5.26
1,49,86,113,128,106,109,96,237,238,213,227,185,254,247,73.68,78.95,63.16,78.95,15.79,5.26
1,49,86,116,107,87,160,151,244,226,251,214,242,231,237,84.21,73.68,84.21,73.68,15.79,5.26
1,49,86,111,136,122,118,111,231,226,231,246,237,242,228,63.16,57.89,73.68,73.68,10.53,5.26
1,49,86,107,133,112,93,144,252,236,246,214,197,246,218,63.16,47.37,63.16,84.21,10.53,5.26
1,49,86,125,136,141,118,122,225,231,244,230,214,235,207,84.21,78.95,94.74,94.74,21.05,5.26
1,49,86,124,125,106,121,117,251,230,241,217,250,252,248,68.42,84.21,68.42,73.68,31.58,5.26
1,49,86,112,151,131,114,104,203,223,229,237,236,246,237,73.68,52.63,78.95,78.95,15.79,5.26
2,49,86,116,108,165,126,92,231,212,245,246,237,218,251,52.63,78.95,73.68,78.95,52.63,5.26
2,49,86,100,128,125,138,117,227,227,248,202,244,238,233,47.37,63.16,78.95,68.42,47.37,5.26
2,49,86,96,138,154,127,115,227,220,212,248,216,206,231,68.42,78.95,84.21,84.21,52.63,5.26
2,49,86,98,131,104,149,85,191,228,247,223,217,193,249,73.68,68.42,63.16,73.68,47.37,5.26
2,49,86,108,126,140,160,117,253,248,178,223,214,249,220,73.68,78.95,84.21,78.95,57.89,5.26
2,49,86,106,121,86,126,118,227,232,212,228,215,234,191,57.89,84.21,89.47,84.21,63.16,5.26
2,49,86,105,134,127,138,139,255,204,228,222,225,255,235,73.68,89.47,78.95,68.42,47.37,5.26
2,165,161,161,124,170,154,142,144,144,152,144,129,24,145,31.58,15.79,5.26,21.05,21.05,21.05
2,49,86,113,136,141,125,145,241,230,186,238,216,223,236,57.89,63.16,63.16,78.95,42.11,5.26
2,49,86,100,141,141,108,161,245,230,209,213,250,219,217,68.42,84.21,68.42,73.68,89.47,10.53
2,49,86,117,126,113,95,114,212,237,249,229,229,208,189,73.68,89.47,68.42,78.95,42.11,5.26
2,49,86,106,130,114,128,132,246,222,235,232,240,190,234,73.68,68.42,89.47,63.16,63.16,5.26
2,49,86,107,119,141,142,144,234,233,198,231,237,231,239,73.68,78.95,78.95,68.42,84.21,5.26
2,49,86,104,121,129,155,109,230,249,232,252,250,254,220,63.16,78.95,78.95,63.16,78.95,5.26
2,49,86,105,128,119,135,125,209,204,230,236,251,241,255,63.16,68.42,73.68,78.95,63.16,5.26
2,49,86,111,148,116,145,120,235,208,198,204,245,242,243,73.68,78.95,73.68,68.42,57.89,5.26
2,49,86,104,111,149,100,92,253,236,197,243,249,217,199,73.68,78.95,78.95,10.53,57.89,5.26
2,49,86,99,96,140,148,154,218,228,245,193,230,229,253,73.68,84.21,73.68,78.95,15.79,5.26
2,49,86,104,120,97,125,127,255,230,246,250,235,224,243,63.16,68.42,68.42,89.47,57.89,5.26
2,49,86,97,127,122,118,133,230,237,227,235,243,230,251,78.95,78.95,73.68,78.95,68.42,10.53
2,49,86,111,139,79,134,127,218,238,227,231,253,245,233,73.68,84.21,84.21,73.68,78.95,5.26
2,49,86,109,113,120,159,118,209,244,243,254,227,222,239,78.95,84.21,78.95,84.21,52.63,5.26
2,49,86,93,165,98,109,123,254,247,223,227,242,254,207,57.89,68.42,63.16,73.68,78.95,5.26
2,49,86,97,132,106,90,132,239,252,227,248,236,247,237,73.68,78.95,73.68,73.68,68.42,5.26
2,49,86,108,111,122,106,106,238,200,233,239,254,221,237,73.68,63.16,78.95,89.47,78.95,5.26
2,49,86,113,133,142,136,113,241,175,180,245,234,215,212,57.89,68.42,63.16,73.68,47.37,5.26
2,49,86,112,149,89,120,111,237,238,206,254,255,248,228,73.68,63.16,63.16,68.42,42.11,5.26
2,49,86,109,116,93,143,93,219,231,247,245,236,242,193,73.68,73.68,78.95,89.47,68.42,5.26
2,49,86,101,137,126,155,134,192,237,222,246,241,235,201,73.68,73.68,63.16,73.68,78.95,5.26
2,49,86,108,106,140,92,97,238,203,229,235,245,202,214,84.21,73.68,78.95,73.68,57.89,5.26
2,49,86,101,141,113,141,90,217,253,235,241,237,243,243,63.16,73.68,78.95,78.95,63.16,5.26
2,49,86,106,122,142,98,151,247,254,250,195,234,252,209,73.68,78.95,84.21,47.37,63.16,5.26
2,49,86,118,127,124,113,96,251,233,233,255,220,212,219,73.68,68.42,73.68,68.42,63.16,5.26
2,49,86,104,99,123,133,133,244,247,247,202,235,223,163,84.21,52.63,78.95,73.68,63.16,5.26
2,49,86,118,140,118,97,148,210,223,248,235,251,182,248,68.42,84.21,89.47,89.47,68.42,5.26
2,49,86,120,102,125,104,159,238,242,226,230,213,236,241,68.42,63.16,73.68,78.95,84.21,5.26
2,49,86,100,134,138,114,140,238,240,244,254,248,237,85,68.42,68.42,68.42,68.42,68.42,68.42
2,49,86,100,118,117,110,145,247,222,216,235,190,226,232,68.42,68.42,68.42,68.42,68.42,68.42
2,49,86,107,128,166,109,133,199,253,226,232,219,240,209,47.37,63.16,73.68,68.42,84.21,31.58
2,49,86,112,127,111,113,120,254,238,246,217,232,248,226,73.68,89.47,63.16,52.63,78.95,21.05
3,49,86,102,110,124,117,130,244,233,230,212,239,238,243,68.42,63.16,89.47,73.68,10.53,5.26
3,49,86,103,135,114,135,149,251,208,235,229,241,236,227,68.42,68.42,57.89,73.68,77.78,5.26
3,49,86,101,109,144,139,118,234,230,228,239,253,247,210,84.21,68.42,68.42,73.68,5.26,5.26
3,49,86,115,135,141,105,113,240,252,225,241,222,239,239,84.21,68.42,84.21,89.47,5.26,5.26
3,49,86,102,93,137,113,143,248,222,206,221,217,232,227,73.68,78.95,78.95,73.68,77.78,5.26
3,35,83,91,126,117,156,137,255,226,192,241,233,169,239,83.33,72.22,77.78,72.22,77.78,61.11
3,49,86,111,121,127,129,114,250,238,244,246,243,245,245,57.89,73.68,84.21,63.16,15.79,5.26
3,49,86,113,134,102,156,114,216,252,242,230,236,248,248,78.95,73.68,78.95,52.63,15.79,5.26
3,49,86,112,137,117,111,139,246,240,178,245,252,222,215,47.37,68.42,57.89,68.42,5.26,5.26
3,49,86,108,150,144,141,130,245,237,215,216,209,219,250,57.89,94.74,73.68,94.74,21.05,5.26
3,49,86,103,99,132,131,133,238,249,208,216,255,247,202,73.68,78.95,68.42,63.16,5.26,5.26
3,49,86,118,135,109,131,122,213,165,245,231,244,235,233,78.95,78.95,68.42,84.21,73.68,31.58
3,49,86,99,139,110,111,150,244,238,234,203,213,229,212,89.47,73.68,89.47,68.42,84.21,31.58
3,49,86,107,136,138,140,131,254,224,219,239,247,199,243,78.95,78.95,89.47,68.42,89.47,36.84
3,49,86,99,145,107,132,113,227,246,209,239,244,237,241,89.47,84.21,78.95,78.95,63.16,42.11
3,49,86,115,124,125,140,105,220,247,241,237,232,250,221,84.21,89.47,57.89,78.95,63.16,31.58
3,49,86,116,123,136,115,140,253,245,219,254,236,229,242,84.21,73.68,63.16,52.63,73.68,26.32
3,49,86,101,120,127,118,150,217,214,232,243,223,244,218,78.95,73.68,78.95,73.68,78.95,5.26
3,49,86,116,130,113,126,127,236,227,251,228,228,193,222,73.68,78.95,68.42,84.21,73.68,36.84
3,49,86,109,112,124,138,109,235,245,200,207,192,221,224,68.42,52.63,68.42,78.95,84.21,15.79
3,49,86,103,120,151,129,138,233,222,210,206,215,215,212,73.68,73.68,84.21,57.89,57.89,36.84
3,49,86,110,127,117,134,162,249,235,248,233,220,239,247,63.16,89.47,73.68,78.95,73.68,42.11
3,49,86,117,131,159,111,111,236,248,226,242,243,219,250,73.68,63.16,84.21,73.68,57.89,42.11
3,49,86,102,149,132,115,134,238,241,234,226,244,208,202,57.89,89.47,84.21,78.95,73.68,42.11
3,49,86,111,123,140,106,130,242,228,211,236,226,248,239,73.68,52.63,73.68,73.68,63.16,26.32
3,49,86,92,116,139,102,114,241,254,197,220,233,235,232,73.68,63.16,73.68,68.42,68.42,26.32
3,49,86,113,103,132,111,113,247,210,249,215,236,249,237,89.47,73.68,78.95,73.68,68.42,36.84
3,37,55,105,122,118,124,103,247,249,234,234,251,243,240,89.47,52.63,47.37,78.95,68.42,52.63
3,37,55,105,128,136,139,112,225,252,253,214,202,225,223,73.68,73.68,73.68,73.68,84.21,47.37
3,37,55,105,128,127,131,154,235,209,210,244,207,218,246,78.95,73.68,73.68,73.68,84.21,36.84
3,37,55,105,158,131,126,109,248,213,196,230,225,247,172,89.47,68.42,63.16,63.16,89.47,26.32
3,37,55,105,127,121,131,129,244,253,242,245,218,240,225,84.21,73.68,84.21,52.63,63.16,21.05
3,37,55,105,154,116,165,144,222,222,250,226,216,223,254,94.74,89.47,73.68,73.68,63.16,26.32
3,37,55,105,146,108,133,117,230,218,223,231,243,222,230,84.21,78.95,73.68,68.42,68.42,31.58
3,37,55,105,138,124,142,115,249,242,197,253,242,200,228,78.95,78.95,68.42,78.95,68.42,26.32
3,37,55,105,138,84,120,125,240,219,252,177,244,248,210,84.21,68.42,73.68,52.63,73.68,26.32
3,37,55,105,146,118,158,125,224,242,243,253,237,218,246,73.68,68.42,73.68,57.89,68.42,10.53
3,37,55,105,148,127,133,120,234,212,205,251,231,242,235,78.95,57.89,68.42,84.21,68.42,21.05
3,37,55,105,146,109,143,119,210,244,226,241,202,249,241,84.21,84.21,63.16,84.21,63.16,15.79
3,37,55,105,145,126,103,101,254,231,228,234,242,223,247,73.68,78.95,68.42,73.68,73.68,15.79
4,37,55,105,134,123,129,98,222,239,240,250,242,252,206,73.68,84.21,73.68,73.68,52.63,24.05
4,37,55,105,130,116,128,101,242,236,217,239,233,250,238,78.95,84.21,78.95,78.95,73.68,21.05
4,37,55,105,137,109,135,171,224,233,213,230,241,245,230,73.68,84.21,78.95,63.16,42.11,23.05
4,37,55,105,131,116,118,121,246,251,250,234,238,247,243,73.68,78.95,73.68,78.95,84.21,36.84
4,37,55,105,142,116,127,130,226,202,249,219,208,233,238,42.11,57.89,73.68,73.68,68.42,15.79
4,37,55,105,117,105,106,125,247,237,223,252,233,255,225,73.68,78.95,73.68,89.47,52.63,21.05
4,37,55,105,131,128,135,135,225,221,236,214,243,215,231,68.42,52.63,78.95,68.42,57.89,26.32
4,37,55,105,110,123,132,150,234,215,255,244,239,244,225,78.95,78.95,68.42,94.74,84.21,47.37
4,37,55,105,126,124,119,134,243,235,220,237,185,234,230,78.95,68.42,63.16,68.42,89.47,27.5
4,37,55,105,131,103,110,132,233,205,203,248,238,245,226,73.68,78.95,52.63,73.68,94.74,23.67
4,37,55,105,125,126,103,99,193,194,241,223,250,228,244,84.21,78.95,57.89,84.21,68.42,15.34
4,37,55,105,122,113,154,121,244,247,237,226,230,182,223,68.42,78.95,57.89,73.68,84.21,15.79
4,37,55,105,149,112,144,114,240,235,231,227,240,230,219,84.21,84.21,57.89,78.95,68.42,21.05
4,37,55,105,126,118,126,125,248,210,220,249,233,233,253,89.47,68.42,78.95,89.47,84.21,26.32
4,37,55,105,112,132,128,98,219,248,224,227,224,203,207,89.47,68.42,73.68,73.68,68.42,47.37
4,37,55,105,124,119,126,151,220,232,243,248,246,213,239,78.95,78.95,73.68,68.42,63.16,73.68
4,37,55,105,117,146,108,133,237,198,214,193,192,241,237,78.95,78.95,57.89,47.37,52.63,47.37
4,37,55,105,104,114,116,111,231,247,205,254,248,198,252,84.21,89.47,73.68,84.21,78.95,31.58
4,37,55,105,148,147,104,123,247,232,217,249,227,255,200,78.95,68.42,84.21,73.68,57.89,36.84
4,37,55,105,130,152,135,117,240,225,227,249,221,201,250,78.95,73.68,78.95,68.42,73.68,26.32
4,37,55,105,142,157,115,112,218,249,226,249,207,250,225,78.95,84.21,47.37,68.42,73.68,42.11
4,37,55,105,124,102,110,129,238,232,202,249,252,242,245,73.68,63.16,84.21,57.89,63.16,52.63
4,37,55,105,126,146,117,116,243,237,245,250,213,248,240,68.42,73.68,63.16,57.89,78.95,73.68
4,37,55,105,130,131,130,159,239,224,246,244,241,231,246,73.68,63.16,57.89,57.89,78.95,63.16
4,37,55,105,125,106,136,104,216,250,238,252,213,215,177,73.68,68.42,84.21,73.68,84.21,73.68
4,37,55,105,130,116,133,112,221,254,247,195,235,238,224,63.16,78.95,84.21,84.21,78.95,52.63
4,37,55,105,126,133,100,125,183,235,245,212,238,234,240,68.42,78.95,68.42,63.16,73.68,47.37
4,37,55,105,132,150,142,130,254,229,227,245,216,244,247,78.95,78.95,84.21,78.95,63.16,31.58
4,37,55,105,130,106,151,137,243,228,249,255,246,249,249,73.68,78.95,73.68,78.95,78.95,26.32
4,37,55,105,122,120,111,79,238,234,251,244,210,250,226,73.68,57.89,78.95,78.95,68.42,26.32
4,37,55,105,142,119,127,112,219,241,226,247,232,245,224,73.68,73.68,73.68,73.68,78.95,15.79
4,37,55,105,127,132,121,126,254,237,213,245,249,232,199,89.47,78.95,84.21,73.68,78.95,5.26
4,37,55,105,140,134,110,138,237,228,192,239,238,237,252,63.16,52.63,63.16,94.74,78.95,15.79
4,37,55,105,150,120,113,165,250,230,227,241,236,245,214,78.95,42.11,84.21,84.21,84.21,21.05
4,37,55,105,143,125,108,157,243,200,250,244,237,231,228,78.95,73.68,78.95,52.63,68.42,26.32
4,37,55,105,151,132,99,110,237,249,251,232,244,236,236,84.21,89.47,63.16,78.95,73.68,10.53
4,37,55,105,166,139,126,124,231,241,230,209,252,254,239,84.21,78.95,78.95,68.42,52.63,15.79
4,37,55,105,151,90,123,125,226,222,235,241,230,220,232,78.95,89.47,68.42,68.42,63.16,21.05
4,37,55,105,141,119,116,117,233,244,237,251,250,245,250,42.11,78.95,78.95,68.42,47.37,26.32
4,37,55,105,148,107,96,78,227,231,235,255,254,255,246,78.95,73.68,68.42,89.47,57.89,10.53
5,37,55,105,140,137,132,104,246,230,198,252,230,230,242,73.68,78.95,68.42,68.42,68.42,0
5,37,55,105,137,154,106,110,223,249,161,244,218,199,250,63.16,89.47,73.68,68.42,68.42,47.37
5,37,55,105,146,111,104,122,233,220,229,233,249,220,233,73.68,78.95,68.42,57.89,68.42,78.95
5,37,55,105,143,86,134,103,214,235,224,225,225,219,235,78.95,78.95,63.16,73.68,68.42,78.95
5,37,55,105,132,114,127,115,210,242,230,240,226,254,241,47.37,78.95,68.42,52.63,57.89,0
5,37,55,105,132,113,117,116,246,186,237,248,235,210,243,68.42,63.16,78.95,68.42,57.89,0
5,37,55,105,141,117,174,159,208,213,225,234,250,246,250,73.68,63.16,73.68,78.95,31.58,0
5,37,55,105,145,114,159,133,223,210,248,230,247,240,238,63.16,89.47,57.89,89.47,89.47,15.79
5,37,55,105,130,129,112,104,252,223,247,222,239,231,243,78.95,68.42,57.89,68.42,68.42,5.26
5,37,55,105,148,115,117,107,242,249,249,237,253,245,246,73.68,68.42,89.47,47.37,78.95,5.26
5,37,55,105,155,123,124,132,204,237,214,232,229,240,239,78.95,84.21,84.21,73.68,94.74,5.26
5,37,55,105,124,115,112,122,233,228,243,254,222,207,245,63.16,84.21,68.42,73.68,89.47,0
5,37,55,105,139,118,111,116,234,250,210,247,222,250,238,78.95,84.21,84.21,89.47,68.42,5.26
5,37,55,105,142,117,97,115,244,250,215,231,229,255,243,78.95,78.95,78.95,73.68,63.16,5.26
5,37,55,105,136,86,94,147,193,237,236,214,223,226,206,84.21,78.95,57.89,68.42,89.47,21.05
5,37,55,105,140,147,147,109,236,236,240,231,226,241,227,78.95,84.21,84.21,68.42,94.74,26.32
5,37,55,105,141,116,136,132,247,196,247,200,238,220,243,73.68,73.68,89.47,78.95,73.68,42.11
5,37,55,105,144,144,113,128,247,230,205,234,231,224,251,78.95,73.68,47.37,84.21,73.68,21.05
5,37,55,105,142,119,109,147,241,239,225,254,240,247,249,78.95,57.89,68.42,73.68,47.37,26.32
5,37,55,105,133,118,112,132,254,248,241,245,220,245,196,47.37,89.47,78.95,68.42,68.42,15.79
5,37,55,105,135,112,130,153,234,231,248,250,252,218,255,84.21,78.95,78.95,78.95,84.21,5.26
5,37,55,105,131,106,93,128,248,247,221,254,217,210,254,78.95,78.95,78.95,89.47,63.16,15.79
5,37,55,105,147,99,99,145,238,244,253,253,216,212,224,63.16,84.21,84.21,73.68,73.68,31.58
5,37,55,105,141,135,129,107,200,234,192,247,249,251,195,78.95,78.95,57.89,78.95,89.47,36.84
5,37,55,105,147,123,115,112,244,247,239,245,246,245,235,68.42,94.74,73.68,73.68,63.16,36.84
5,37,55,105,146,137,138,127,197,233,178,250,252,233,231,89.47,94.74,47.37,84.21,89.47,26.32
5,37,55,105,140,124,124,140,242,237,249,255,202,225,249,84.21,73.68,63.16,52.63,73.68,26.32
5,37,55,105,128,112,124,134,229,244,246,247,250,245,245,84.21,84.21,78.95,63.16,68.42,36.84
5,37,55,105,129,147,111,106,229,205,235,249,228,251,233,63.16,78.95,78.95,68.42,73.68,36.84
5,37,55,105,144,112,105,151,186,247,210,246,233,250,231,84.21,73.68,63.16,63.16,68.42,73.68
5,37,55,105,153,128,96,100,206,218,212,234,242,230,254,68.42,73.68,94.74,73.68,68.42,36.84
5,37,55,105,139,139,114,125,251,254,247,255,248,216,225,52.63,68.42,68.42,52.63,63.16,31.58
5,37,55,105,150,125,113,130,254,233,215,244,242,249,242,73.68,63.16,63.16,73.68,63.16,63.16
5,37,55,105,149,98,118,124,245,246,219,252,235,251,247,84.21,73.68,78.95,47.37,73.68,26.32
5,37,55,105,136,110,119,102,211,241,219,250,220,244,244,68.42,78.95,63.16,63.16,68.42,26.32
5,37,55,105,129,112,114,155,249,243,252,236,216,226,236,73.68,73.68,73.68,73.68,84.21,42.11
5,37,55,105,141,103,94,89,199,227,232,236,234,254,238,63.16,73.68,84.21,73.68,84.21,21.05
5,37,55,105,143,127,115,125,241,234,236,255,226,209,224,63.16,73.68,68.42,68.42,68.42,36.84
5,37,55,105,134,138,136,120,250,227,231,212,253,206,232,68.42,84.21,73.68,89.47,73.68,36.84
5,37,55,105,135,115,131,118,220,217,222,241,235,249,214,63.16,84.21,73.68,89.47,84.21,42.11
